136	124
89	215
115	97
200	193
218	27
185	222
37	178
69	86
12	186
51	234
49	253
76	220
188	237
49	183
99	35
124	160
255	191
150	210
115	114
60	2
99	187
52	27
94	139
47	251
191	33
68	252
64	112
97	134
210	62
193	163
15	130
34	39
232	40
192	136
125	45
218	110
83	150
175	88
118	61
240	51
226	102
166	204
199	164
162	161
235	254
166	95
153	86
145	195
124	189
191	44
199	223
78	8
101	24
120	1
45	19
21	104
186	226
4	198
254	250
229	29
147	46
70	22
119	230
24	226
64	66
85	86
187	49
171	183
235	247
167	130
231	29
167	58
208	78
1	13
70	207
228	211
201	227
94	91
82	135
194	92
233	165
5	103
186	90
61	181
1	73
93	172
26	139
80	250
236	2
3	156
37	195
23	33
66	205
25	93
91	137
135	211
6	174
216	249
118	221
109	83
225	230
207	25
232	10
236	79
29	187
26	226
153	14
34	0
1	216
189	40
242	124
197	148
136	133
141	195
130	120
141	85
61	74
223	74
221	190
173	193
167	27
178	171
45	237
201	0
182	36
10	227
94	167
203	213
153	50
10	250
124	54
131	145
99	200
171	230
36	135
51	228
79	178
242	22
25	180
249	41
133	140
38	133
77	61
133	68
216	188
76	35
93	179
58	48
160	32
38	14
89	50
202	225
76	255
154	212
4	106
7	59
16	35
223	40
241	177
89	115
243	141
185	106
186	65
252	230
88	138
247	122
192	54
118	167
218	10
1	190
225	209
225	218
167	224
91	209
147	146
151	132
37	121
56	95
125	77
107	102
217	104
144	251
202	170
78	110
198	162
218	195
82	115
38	159
69	31
48	129
149	204
177	122
81	214
56	130
98	112
128	153
103	233
144	168
65	212
245	54
129	78
113	57
224	116
195	27
186	74
15	232
219	173
148	144
135	210
94	31
136	120
159	245
93	90
195	29
59	28
209	63
169	89
94	126
58	118
84	155
105	212
27	184
14	248
44	130
203	225
255	49
157	52
48	45
39	148
175	196
103	154
227	12
148	209
177	133
253	55
210	97
27	67
195	28
178	183
40	186
253	34
140	20
66	96
149	85
159	251
222	138
41	136
58	17
20	186
40	27
180	14
72	114
238	110
64	66
119	146
76	44
155	158
51	236
208	99
100	60
112	41
150	146
83	44
71	209
31	120
70	92
109	168
20	51
115	134
71	69
61	6
88	156
87	82
135	40
254	206
28	95
132	141
190	186
229	247
55	73
210	46
56	115
221	177
203	42
92	165
132	144
216	215
93	25
63	156
135	19
24	3
216	144
232	107
84	131
207	152
29	226
107	96
46	195
55	216
197	241
203	214
47	141
135	192
34	32
235	57
158	247
95	73
166	140
98	42
199	171
218	181
101	155
202	230
55	91
66	122
37	33
245	8
136	107
255	246
123	75
75	233
107	216
168	0
96	185
190	227
244	195
61	172
182	29
108	129
125	213
173	248
28	116
193	147
13	128
124	50
151	52
18	154
159	178
1	186
172	35
111	65
193	29
62	155
138	109
104	167
116	8
90	210
190	40
203	15
41	76
143	86
151	200
8	251
164	136
252	198
150	64
7	164
46	254
207	186
255	110
108	42
216	189
225	180
13	121
188	215
180	130
89	45
166	233
226	185
221	135
118	248
182	59
219	124
226	50
8	32
225	148
89	20
37	56
24	118
174	173
126	236
213	165
86	128
49	196
108	164
226	122
59	144
109	118
19	164
74	131
123	188
50	107
65	193
78	200
167	8
