126	76
77	136
210	232
98	142
81	112
149	88
69	185
30	42
194	57
158	203
87	36
28	108
154	99
174	169
128	110
193	129
161	61
186	177
165	187
173	196
130	137
230	190
151	115
76	37
110	152
140	85
139	140
160	158
178	123
143	162
146	56
105	215
67	200
29	67
88	59
32	76
78	85
232	18
43	231
186	163
103	128
60	179
81	85
88	137
50	126
146	199
122	107
109	137
137	66
216	92
177	100
164	120
178	125
145	238
139	122
182	202
5	47
132	38
124	206
102	126
129	163
116	49
113	117
146	218
218	75
176	214
189	148
110	109
185	164
177	101
109	88
131	54
95	93
190	121
188	81
150	62
131	118
170	118
87	191
109	81
50	68
39	78
49	170
134	65
64	119
163	93
244	120
227	78
109	138
88	125
99	104
201	166
213	126
147	96
74	173
146	115
235	160
117	70
67	126
81	151
91	174
113	31
128	215
171	115
192	139
99	96
199	120
8	142
162	140
109	149
108	187
166	130
215	143
86	135
162	92
184	141
182	84
148	95
143	141
152	247
67	138
106	140
222	87
132	178
220	70
120	122
60	100
128	52
74	179
250	149
181	124
122	97
231	118
123	184
147	222
174	188
75	124
155	208
125	124
121	190
175	185
170	72
110	125
27	234
146	126
69	166
110	112
62	95
117	45
164	241
49	138
125	95
95	117
99	202
72	169
120	179
127	98
191	181
84	138
157	97
114	50
197	148
173	161
142	126
103	107
16	47
176	115
88	97
165	127
93	128
142	7
72	107
86	174
117	131
84	32
138	187
58	160
162	44
144	118
89	114
122	162
150	234
108	105
220	83
224	120
53	177
122	84
116	85
100	110
105	61
183	72
107	139
158	75
47	128
125	182
252	102
93	145
163	125
24	110
107	128
174	74
210	169
82	206
213	152
189	70
45	226
228	129
60	196
104	63
103	95
89	65
66	34
100	28
206	72
99	183
52	184
93	145
32	168
242	97
198	54
102	86
130	117
69	16
40	114
68	102
85	145
178	110
197	217
146	122
41	236
76	217
199	200
155	136
141	200
97	235
7	185
182	174
221	113
105	132
116	151
189	173
188	112
45	112
229	83
75	145
96	48
128	7
113	148
155	120
165	81
185	130
98	126
129	174
66	45
107	174
236	153
24	12
224	148
71	140
113	218
33	128
127	226
143	110
95	132
68	147
164	165
125	113
173	55
147	111
229	193
116	224
109	211
126	16
131	152
127	73
205	73
161	158
179	124
55	217
174	38
169	209
219	82
127	112
121	163
187	93
231	125
133	113
149	190
111	133
175	156
136	156
84	197
27	177
141	46
167	137
164	164
69	142
112	114
129	170
127	135
167	136
184	129
88	126
104	157
16	35
211	186
123	209
108	47
169	106
139	143
135	209
38	129
66	142
145	52
38	173
138	108
103	252
202	102
150	185
108	64
111	175
64	68
124	134
206	148
32	37
150	112
172	85
12	55
164	127
29	157
66	60
174	51
217	55
157	113
60	146
196	143
117	40
120	206
118	219
128	48
185	209
50	135
109	139
145	202
123	147
140	136
84	176
113	178
193	114
191	205
55	119
143	95
141	136
139	216
63	109
125	128
106	170
139	214
182	216
92	198
105	98
169	219
64	29
107	89
109	148
157	119
15	170
65	103
130	81
193	173
138	106
146	209
77	187
138	138
110	155
108	99
222	155
84	95
151	99
125	179
135	127
201	95
103	102
171	138
189	146
159	31
192	125
158	133
96	196
202	140
126	146
98	131
167	157
54	33
100	167
236	164
207	102
86	65
188	74
184	86
178	95
136	161
118	87
153	72
121	112
105	102
116	113
40	55
48	136
159	142
133	122
118	102
111	80
43	199
132	95
190	128
164	27
98	200
114	51
127	235
131	58
150	114
135	93
99	183
151	71
142	112
219	38
215	229
124	73
122	48
104	168
69	36
196	80
52	163
66	120
94	139
177	182
157	117
83	79
124	112
104	149
57	209
198	80
66	163
164	159
133	61
103	107
77	52
150	88
31	117
71	171
83	102
237	87
55	110
131	148
114	173
136	143
84	186
42	169
101	126
174	99
235	81
131	179
137	134
109	138
159	54
135	115
101	125
131	178
115	208
184	156
95	184
117	213
124	200
115	135
110	155
161	203
132	175
34	190
156	70
153	124
163	138
236	191
190	157
122	113
121	152
168	222
179	55
192	85
116	165
75	148
70	211
127	120
176	102
212	79
147	139
184	207
114	119
42	143
105	143
132	167
77	77
160	218
133	186
134	161
187	152
123	174
131	100
86	85
70	7
140	31
131	152
195	68
108	55
207	124
237	84
171	95
192	110
205	200
193	125
100	161
72	143
126	77
201	49
171	19
174	168
134	200
155	175
110	137
85	91
123	142
186	140
153	65
90	135
55	89
175	105
181	209
172	147
77	109
90	126
103	183
186	89
226	144
79	135
99	159
88	225
123	169
178	111
96	42
170	71
140	155
228	166
67	178
202	96
133	116
117	171
95	99
83	126
123	195
182	83
141	214
114	65
86	67
190	244
119	117
15	58
97	195
13	84
98	78
182	130
172	110
176	189
101	58
110	135
236	222
133	128
83	233
105	81
129	61
34	180
133	56
138	128
123	94
186	192
222	145
100	105
193	174
152	98
205	123
175	11
226	139
148	93
105	97
110	169
171	150
137	92
158	186
71	82
55	113
148	219
111	142
121	126
219	154
205	136
53	149
154	171
80	125
112	173
13	173
169	125
119	171
52	125
181	154
139	203
170	166
106	150
109	68
81	111
85	133
28	90
122	101
39	206
138	153
107	212
154	186
152	122
169	77
97	46
110	126
116	30
138	90
194	86
81	199
88	75
216	129
110	228
200	134
93	186
163	110
66	135
165	158
174	206
141	185
104	95
224	177
192	117
135	208
182	74
178	139
97	211
170	63
154	189
198	166
104	159
105	115
160	64
158	150
208	188
132	26
123	120
85	91
111	171
87	95
187	92
36	115
111	14
118	133
118	115
54	109
104	39
153	181
124	124
86	99
104	101
203	104
164	28
70	184
74	70
69	151
89	31
143	77
111	144
144	141
142	133
209	125
93	159
110	127
103	110
113	158
181	52
99	209
47	168
37	52
49	163
98	53
111	135
95	147
207	133
30	68
102	41
109	231
133	141
119	112
244	150
95	109
166	38
116	253
74	50
170	94
97	120
149	116
118	100
132	150
113	128
132	170
105	170
144	215
108	19
150	150
202	149
142	43
182	80
169	78
184	99
170	125
132	148
130	47
186	147
120	122
96	137
123	43
163	211
162	165
158	124
161	126
71	155
114	112
185	142
108	97
146	123
210	101
127	172
15	41
114	150
210	193
180	53
127	77
182	230
44	112
119	122
134	155
149	93
210	113
150	52
163	62
107	202
113	237
168	118
48	178
168	200
14	166
155	228
66	139
90	69
165	215
228	74
122	133
111	146
82	179
25	131
141	206
110	103
179	151
148	31
127	131
202	82
173	150
167	197
102	164
100	131
226	50
69	101
213	14
23	97
252	60
102	101
80	193
147	33
87	148
61	212
60	187
156	101
163	110
115	159
37	143
122	213
131	139
123	76
219	114
98	99
138	142
178	108
77	244
220	60
139	159
87	178
44	83
103	146
124	48
74	185
132	75
157	82
173	158
134	121
129	163
117	44
213	46
46	195
128	72
170	127
175	76
196	136
155	47
133	26
102	36
197	65
142	106
140	14
73	63
54	149
127	32
9	191
133	84
66	100
118	161
126	196
89	131
102	77
67	20
148	153
43	121
58	219
137	124
91	124
181	113
182	136
43	231
100	112
168	37
55	130
165	185
140	163
117	162
55	125
102	88
154	105
88	117
160	99
175	41
153	125
129	221
184	141
153	132
141	136
95	238
163	53
190	131
135	65
165	90
60	185
211	114
63	222
205	84
174	127
106	139
88	51
158	150
116	159
147	118
29	95
169	126
87	194
115	192
41	179
135	133
87	92
20	165
215	94
74	129
59	69
174	129
121	171
199	154
201	102
107	141
85	108
160	221
194	95
169	82
41	162
136	96
123	99
79	217
129	152
91	122
189	39
95	144
9	63
139	150
145	130
178	84
125	20
143	150
117	145
70	169
61	165
42	82
138	186
59	106
250	104
119	112
121	52
212	34
169	225
61	114
136	205
139	173
83	84
96	197
98	145
167	78
125	134
84	119
127	71
46	108
48	40
66	184
65	156
94	169
89	82
86	170
30	127
117	75
149	49
183	173
162	221
50	153
210	139
185	67
145	79
8	155
47	66
199	131
121	91
174	197
127	93
169	55
134	186
193	183
140	45
121	174
190	231
191	83
107	224
119	153
24	17
128	118
36	156
231	130
146	151
133	106
92	59
123	210
184	144
137	154
108	224
175	187
103	104
118	164
214	211
112	139
80	135
177	132
81	177
153	60
26	162
30	51
167	118
107	155
207	160
182	185
208	117
15	113
132	41
64	12
161	113
180	170
102	125
118	106
73	58
61	235
133	62
152	54
212	109
77	43
135	193
140	202
16	83
175	62
108	76
42	143
137	156
154	161
106	225
88	166
100	99
118	134
94	184
163	70
95	131
49	152
152	113
148	173
159	77
118	78
97	162
169	203
125	107
38	219
131	136
147	190
157	143
176	94
140	169
127	151
184	191
153	154
154	155
64	19
140	76
71	26
175	59
59	132
190	154
94	16
123	106
149	95
129	143
93	76
201	63
191	104
69	178
55	126
107	103
66	205
108	186
172	91
233	154
155	136
86	155
129	53
69	124
96	73
128	139
111	151
207	122
145	177
80	176
183	163
140	129
124	180
136	195
35	133
249	117
163	189
194	176
135	91
129	137
201	184
184	197
223	165
62	84
141	179
157	133
165	173
186	197
127	161
132	46
179	216
84	198
202	149
93	88
33	142
201	101
122	172
154	119
81	207
174	163
145	9
178	136
104	116
176	157
237	219
107	61
169	177
246	87
232	124
67	121
178	203
161	114
73	111
106	90
111	88
191	158
211	211
212	208
61	130
149	228
60	12
156	162
104	90
219	123
10	76
85	69
107	110
121	111
67	248
50	42
130	61
207	175
110	125
146	193
179	188
84	210
96	188
150	112
157	77
48	101
99	160
86	116
211	16
94	125
243	176
73	141
77	209
72	155
75	149
95	156
133	158
160	205
41	140
128	151
187	179
179	200
146	136
128	100
91	109
88	181
87	203
54	140
158	172
129	168
92	116
213	160
136	65
219	24
143	229
150	105
133	166
110	192
89	147
17	101
172	124
126	125
56	135
107	161
116	117
150	124
199	111
183	117
35	135
202	98
132	77
180	124
123	52
205	154
141	103
83	192
116	110
153	89
218	149
59	206
120	19
157	129
60	175
167	119
36	129
131	76
126	93
150	88
187	150
29	189
16	170
181	42
159	100
151	129
196	169
121	15
98	163
161	165
220	93
156	103
56	105
108	46
140	86
184	62
110	92
151	114
109	228
56	159
169	184
65	48
148	150
210	166
59	196
67	130
117	84
193	126
220	121
108	145
88	112
25	40
31	68
215	40
107	129
164	160
164	177
55	112
70	156
93	150
26	204
168	217
125	51
232	115
78	83
207	160
48	56
167	148
122	193
80	42
92	213
217	89
196	173
138	124
101	225
56	147
59	145
176	186
150	108
141	182
67	131
47	177
80	59
167	195
120	168
205	120
93	148
68	13
22	203
111	199
223	138
106	133
166	134
202	172
251	100
153	192
241	117
71	84
122	178
237	76
136	208
127	63
148	133
147	124
215	101
42	49
162	119
143	84
119	79
20	181
189	180
221	168
155	47
48	120
171	135
138	114
17	78
120	177
97	228
6	105
107	140
46	81
122	91
111	17
120	90
65	110
222	108
98	52
113	193
133	102
175	214
93	233
214	60
106	105
155	189
164	176
170	131
122	48
131	217
189	103
72	151
107	149
189	70
166	84
25	145
88	156
60	173
126	96
167	191
101	53
93	59
178	225
92	162
183	66
107	226
83	63
33	56
130	162
125	51
224	201
152	134
232	145
163	131
99	174
123	185
177	73
109	106
149	223
117	149
147	69
124	100
135	96
143	55
108	145
88	115
171	186
75	43
98	85
112	203
50	58
180	154
180	123
84	202
136	89
20	70
114	138
54	116
145	210
155	218
103	122
164	31
124	52
148	128
129	93
171	154
194	141
84	78
92	188
179	97
111	73
176	74
135	166
118	151
122	96
223	180
209	156
84	153
48	213
153	169
83	45
44	129
170	138
92	52
125	58
140	122
19	175
88	43
96	49
53	212
186	115
95	80
121	100
170	81
33	218
188	105
102	186
152	134
134	74
201	84
76	190
51	112
131	127
219	117
120	193
150	85
99	115
186	50
195	121
173	116
174	107
202	177
